title,start_year,runtime,type,orign_country,language,rating,num_votes,release_year,movie_rating,Comedy,Drama,Action,Documentary,Crime,Adventure,Biography,Animation,Reality-TV,Horror,Thriller,Family,Game-Show,Mystery,Romance,Music,Fantasy,Musical,Talk-Show,Sci-Fi,Sport,History,Other
Unicorn Store,2017,92,Movie,United States,English,5.5,18013,2019,teen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dry Martina,2018,95,Movie,Chile,Spanish,5.8,802,2018,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Jacked,2018,100,Movie,Canada,English,5.8,1654,2018,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Man Like Mobeen,2017,21,TV Show,United Kingdom,English,8.0,1868,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Warfare,2019,88,Movie,United States,English,2.6,3082,2019,adult,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Somebody Feed Phil,2018,60,TV Show,United States,English,8.2,3782,2020,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rattlesnake,2019,85,Movie,United States,English,4.6,7837,2019,adult,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Family Business,2019,\N,TV Show,France,French,7.4,2586,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irul,2021,91,Movie,India,Malayalam,5.8,2400,2021,adult,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Champions,2018,30,TV Show,United States,English,6.1,3278,2018,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Babysitter's a Vampire,2011,22,TV Show,Canada,English,7.0,3878,2012,children,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Just Say Yes,2021,97,Movie,Netherlands,Dutch,4.5,1523,2021,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Small Crimes,2017,95,Movie,United States,English,5.8,7160,2017,adult,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Irreplaceable You,2018,96,Movie,United States,English,6.4,8558,2018,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tell Me Who I Am,2019,86,Movie,United Kingdom,English,7.6,11867,2019,adult,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ugly,2013,128,Movie,India,Hindi,8.0,20689,2013,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Curon,2020,\N,TV Show,Italy,Italian,5.8,3466,2020,adult,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Explained,2018,18,TV Show,United States,English,8.1,7227,2021,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toc Toc,2017,90,Movie,Spain,Spanish,6.8,15835,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She's Gotta Have It,2017,30,TV Show,United States,English,6.7,4216,2018,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey Epstein: Filthy Rich,2020,227,TV Show,United States,English,7.1,19328,2020,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pee-wee's Big Holiday,2016,90,Movie,United States,English,6.1,7438,2016,children,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scissor Seven,2018,13,TV Show,China,Mandarin,8.2,1421,2020,adult,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Things,2016,16,TV Show,India,English,8.3,4783,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Paddleton,2019,89,Movie,United States,English,7.2,12030,2019,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If Anything Happens I Love You,2020,13,Movie,United States,None,7.8,12462,2020,children,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana Split,2018,88,Movie,United States,English,6.2,2653,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waffles + Mochi,2021,\N,TV Show,United States,English,7.7,311,2021,children,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ala Vaikunthapurramuloo,2020,163,Movie,India,Telugu,7.3,9479,2020,teen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidnapping Stella,2019,89,Movie,Germany,German,4.8,5382,2019,adult,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Middle School: The Worst Years of My Life,2016,92,Movie,United States,English,6.1,8064,2016,children,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Hard Way,2019,92,Movie,United States,English,4.8,2771,2019,adult,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Keepers,2017,436,TV Show,United States,English,8.1,19309,2017,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Luna Nera,2020,43,TV Show,Italy,Italian,5.6,2443,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Duchess,2020,30,TV Show,United Kingdom,English,6.8,4469,2020,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other People,2016,97,Movie,United States,English,6.8,10285,2016,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lady Driver,2020,104,Movie,United States,English,5.9,1055,2019,children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wheel of Fortune,1983,30,TV Show,United States,English,6.7,2739,2019,children,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Coffee & Kareem,2020,88,Movie,United States,English,5.1,12250,2020,adult,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isi & Ossi,2020,113,Movie,Germany,German,6.4,6981,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Much Loved,2015,104,Movie,France,Arabic,6.2,2465,2015,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dude,2018,97,Movie,United States,English,5.1,6491,2018,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yankee,2019,40,TV Show,Mexico,Spanish,5.9,533,2019,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Show Show,2020,\N,TV Show,United States,English,6.4,2056,2020,children,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashes of Love,2018,45,TV Show,China,Mandarin,8.4,1509,2018,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Mortel,2019,40,TV Show,France,French,6.6,895,2019,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Frequency,2016,42,TV Show,United States,English,7.5,12938,2016,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
B: The Beginning,2018,25,TV Show,Japan,Japanese,7.2,4155,2021,adult,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benji,2018,87,Movie,United Arab Emirates,English,6.3,4080,2018,children,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Oh, Ramona!",2019,109,Movie,Romania,English,4.9,8183,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marlon,2017,22,TV Show,United States,English,7.1,3635,2018,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
When Heroes Fly,2018,45,TV Show,Israel,Spanish,7.2,2585,2018,adult,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Eggs and Ham,2019,26,TV Show,United Kingdom,English,8.2,1939,2019,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
College Romance,2018,30,TV Show,India,Hindi,8.9,23556,2018,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
American Son,2019,90,Movie,United States,English,5.8,6441,2019,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosario Tijeras,2016,43,TV Show,Mexico,Spanish,6.2,212,2018,adult,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power Rangers Ninja Steel,2017,21,TV Show,United States,English,6.0,722,2018,children,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Is Blind,2020,\N,TV Show,United States,English,6.1,5094,2021,adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Trials of Gabriel Fernandez,2020,331,TV Show,United States,English,8.2,9021,2020,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After Porn Ends 3,2018,86,Movie,United States,English,5.3,1516,2018,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merlí,2015,58,TV Show,Spain,Catalan,8.6,7426,2015,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Power Rangers Beast Morphers,2019,21,TV Show,United States,English,6.8,439,2020,children,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastsiders,2012,115,TV Show,United States,English,6.9,2374,2018,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ripper,2020,195,TV Show,United Kingdom,English,7.1,7392,2020,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After Porn Ends,2012,94,Movie,United States,English,5.7,7618,2012,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatal Affair,2020,89,Movie,United States,English,4.5,5115,2020,teen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tiempos de guerra,2017,70,TV Show,Spain,Spanish,7.6,2637,2017,adult,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Breadwinner,2017,94,Movie,Ireland,English,7.7,22056,2017,teen,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Shaun the Sheep Movie: Farmageddon,2019,86,Movie,United Kingdom,English,6.8,11771,2019,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Accountant of Auschwitz,2018,80,Movie,Canada,English,7.3,2522,2018,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sextuplets,2019,97,Movie,United States,English,4.4,7661,2019,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebirth,2016,100,Movie,United States,English,5.0,4637,2016,adult,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Present,2020,24,Movie,United Kingdom,Arabic,7.6,2398,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonic X,2003,30,TV Show,Japan,Japanese,6.2,3894,2003,children,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Body,2019,101,Movie,India,Hindi,5.4,2960,2019,teen,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Prince,2014,93,Movie,United States,English,4.6,17770,2014,adult,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AK vs AK,2020,108,Movie,India,Hindi,6.9,12384,2020,adult,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical,2017,104,Movie,United States,English,5.1,7221,2017,adult,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wheels of Fortune,2020,106,Movie,United States,English,5.4,572,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monsoon,2019,85,Movie,United Kingdom,English,6.0,1491,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Once Upon a Time in London,2019,111,Movie,United Kingdom,English,5.5,4418,2019,adult,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Devil Next Door,2019,229,TV Show,United States,English,7.6,10948,2019,adult,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lady Dynamite,2016,30,TV Show,United States,English,7.4,3344,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abducted in Plain Sight,2017,91,Movie,United States,English,6.8,16705,2017,teen,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some Assembly Required,2014,\N,TV Show,Canada,English,3.7,752,2015,children,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Saving Zoë,2019,95,Movie,United States,English,5.3,1718,2019,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Expanding Universe of Ashley Garcia,2020,\N,TV Show,United States,English,6.9,891,2020,children,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Factory,2019,110,Movie,United States,English,7.4,18972,2019,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Chance U,2016,55,TV Show,United States,English,8.4,6328,2020,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rust Valley Restorers,2018,38,TV Show,Canada,English,7.8,2293,2020,teen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Earth Rising,2018,60,TV Show,United Kingdom,English,7.5,4195,2018,adult,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ultraman,2019,25,TV Show,Japan,Japanese,6.9,1646,2019,teen,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiss the Ground,2020,84,Movie,United States,English,8.3,5523,2020,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Doña,2016,45,TV Show,Mexico,Spanish,6.8,540,2016,teen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Last Kids on Earth,2019,\N,TV Show,United States,English,7.4,969,2020,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood & Water,2020,53,TV Show,South Africa,English,6.4,1983,2021,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Down to Earth with Zac Efron,2020,\N,TV Show,United States,English,8.1,5504,2020,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sex, Explained",2020,111,TV Show,United States,English,6.9,2636,2020,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Special Correspondents,2016,101,Movie,Canada,English,5.8,21261,2016,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spycraft,2021,271,TV Show,United States,English,6.7,1374,2021,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Christmas Chronicles,2018,104,Movie,United States,English,7.0,63133,2018,children,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Sky Is Pink,2019,143,Movie,India,Hindi,7.6,7672,2019,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Abzurdah,2015,90,Movie,Argentina,Spanish,5.4,1915,2015,adult,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
One Strange Rock,2018,47,TV Show,United States,English,8.8,7071,2018,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
See You Yesterday,2019,84,Movie,United States,English,5.2,9682,2019,adult,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edge of Fear,2018,91,Movie,United States,English,4.5,2506,2018,adult,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hitler's Circle of Evil,2018,52,TV Show,United Kingdom,English,8.0,3433,2017,teen,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Knight Before Christmas,2019,92,Movie,United States,English,5.5,15332,2019,teen,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Polka King,2017,95,Movie,United States,English,5.9,9480,2018,teen,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home: Adventures with Tip & Oh,2016,23,TV Show,United States,English,6.0,523,2018,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heaven Official's Blessing,2020,\N,TV Show,China,Chinese,8.4,659,2020,teen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She,2020,36,TV Show,India,Hindi,6.5,2920,2020,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Forty-Year-Old Version,2020,123,Movie,United States,English,7.2,4173,2020,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betaal,2020,46,TV Show,India,Hindi,5.4,8047,2020,adult,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Chef Show,2019,30,TV Show,United States,English,8.2,4354,2020,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home for Christmas,2019,29,TV Show,Norway,Norwegian,7.7,10935,2020,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Returned,2015,42,TV Show,United States,English,7.1,11527,2015,adult,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Put Your Head on My Shoulder,2019,45,TV Show,China,Mandarin,8.0,1193,2019,teen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mystery Science Theater 3000: The Return,2017,90,TV Show,United States,English,8.0,3337,2018,teen,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Letdown,2017,30,TV Show,Australia,English,7.5,2836,2019,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Main Event,2020,101,Movie,United States,English,4.8,1970,2020,children,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Most Hated Woman in America,2017,91,Movie,United States,English,6.1,5835,2017,adult,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cowspiracy: The Sustainability Secret,2014,90,Movie,United States,English,8.2,23289,2014,children,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paava Kadhaigal,2020,36,TV Show,India,Tamil,8.1,4628,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richie Rich,2015,22,TV Show,United States,English,3.3,855,2015,children,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wiggles,1998,30,TV Show,Australia,English,5.8,782,2015,children,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spotless,2015,60,TV Show,United Kingdom,English,7.8,3374,2015,adult,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marseille,2016,41,TV Show,France,French,6.9,4767,2018,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bling Empire,2021,38,TV Show,United States,English,5.8,2189,2021,adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adú,2020,119,Movie,Spain,French,6.7,4295,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lust Stories,2018,120,Movie,India,Hindi,6.4,9998,2018,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Revenger,2018,101,Movie,South Korea,Korean,5.7,3855,2018,adult,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Made You Look: A True Story About Fake Art,2020,94,Movie,Canada,English,7.0,2839,2020,teen,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Princess Switch,2018,101,Movie,United States,English,6.0,23569,2018,children,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The American Barbecue Showdown,2020,\N,TV Show,United States,English,7.2,901,2020,children,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amend: The Fight for America,2021,\N,TV Show,United States,English,7.9,1000,2021,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Al Hayba,2017,45,TV Show,Lebanon,Arabic,7.4,954,2017,teen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brews Brothers,2020,\N,TV Show,United States,English,5.1,1671,2020,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Hail King Julien,2014,23,TV Show,United States,English,7.2,1643,2017,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fisherman's Diary,2020,143,Movie,Cameroon,English,6.5,425,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry,2016,104,Movie,United States,English,5.8,6702,2016,adult,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Rock: Tamborine,2018,98,Movie,United States,English,6.6,6370,2018,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serious Men,2020,114,Movie,India,English,6.8,6355,2020,adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fearless,2020,89,Movie,Canada,Spanish,4.9,1328,2020,children,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The InBESTigators,2019,\N,TV Show,Australia,English,8.1,523,2020,children,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mr. Roosevelt,2017,90,Movie,United States,English,6.3,2923,2017,adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power Rangers Dino Charge,2015,21,TV Show,United States,English,6.5,1157,2015,children,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Uncorked,2020,104,Movie,United States,English,6.3,4703,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight at the Magnolia,2020,87,Movie,Canada,English,5.8,4254,2020,children,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Uppena,2021,147,Movie,India,Telugu,6.9,3025,2020,teen,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mindhorn,2016,89,Movie,United Kingdom,English,6.3,11684,2017,adult,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Darc,2018,97,Movie,United States,English,5.8,3988,2018,adult,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bloodride,2020,\N,TV Show,Norway,Norwegian,6.4,3010,2020,adult,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,142,Movie,United States,English,7.6,5799,2019,adult,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
All Day and a Night,2020,121,Movie,United States,English,5.8,3192,2020,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenni Rivera: Mariposa de Barrio,2017,45,TV Show,United States,Spanish,7.3,201,2017,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kiss Me First,2018,46,TV Show,United Kingdom,English,6.3,3569,2018,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,94,Movie,United States,English,7.7,23940,2017,adult,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merry Happy Whatever,2019,26,TV Show,United States,English,6.3,3915,2019,children,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Hack,2019,114,Movie,United States,English,7.1,21483,2019,adult,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Project Mc²,2015,26,TV Show,United States,English,6.0,799,2017,children,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trolls: The Beat Goes On!,2018,25,TV Show,United States,English,5.9,697,2019,children,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leila,2019,48,TV Show,India,Hindi,4.8,8117,2019,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Operation Christmas Drop,2020,95,Movie,United States,English,5.8,9467,2020,children,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Eerie,2018,101,Movie,Philippines,Filipino,4.7,2044,2019,teen,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
High Flying Bird,2019,90,Movie,United States,English,6.2,7879,2019,adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
